Rank,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1000.0,1000.0,1000.0,1000.0,1000.0,872.0,936.0
500.5,2012.783,113.172,6.723199999999999,169808.255,82.95637614678898,58.98504273504273
288.8194360957494,3.205961507752267,18.810908172288393,0.9454287892779634,188762.6475182208,103.25354047492472,17.194757023263833
1.0,2006.0,66.0,1.9,61.0,0.0,11.0
250.75,2010.0,100.0,6.2,36309.0,13.27,47.0
500.5,2014.0,111.0,6.8,110799.0,47.985,59.5
750.25,2016.0,123.0,7.4,239909.75,113.715,72.0
1000.0,2016.0,191.0,9.0,1791916.0,936.63,100.0
